start_time,end_time,duration_periods,duration_hours,max_price,min_price,avg_price,total_revenue,start_price,end_price,peak_time,start_hour,start_month,start_year,duration_category
2022-05-09 17:20:00,2022-05-09 17:30:00,3,1.5,12776.89,1224.12,5081.313333333333,7621.969999999999,1242.93,12776.89,2022-05-09 17:30:00,17,5,2022,1-2h
2022-05-09 17:40:00,2022-05-09 18:40:00,13,6.5,12704.75,3975.64,9965.653076923078,64776.745,5465.76,3975.64,2022-05-09 18:25:00,17,5,2022,4-8h
2022-05-10 07:05:00,2022-05-10 07:05:00,1,0.5,1004.56,1004.56,1004.56,502.28,1004.56,1004.56,2022-05-10 07:05:00,7,5,2022,<30min
2022-05-10 07:30:00,2022-05-10 07:30:00,1,0.5,1001.91,1001.91,1001.91,500.955,1001.91,1001.91,2022-05-10 07:30:00,7,5,2022,<30min
2022-05-10 07:45:00,2022-05-10 08:05:00,5,2.5,3981.2,1000.38,2195.064,5487.66,3981.2,1011.61,2022-05-10 07:45:00,7,5,2022,2-4h
2022-05-10 17:25:00,2022-05-10 17:30:00,2,1.0,3975.64,1022.77,2499.205,2499.205,1022.77,3975.64,2022-05-10 17:30:00,17,5,2022,30min-1h
2022-05-10 17:40:00,2022-05-10 18:10:00,7,3.5,9941.06,3975.64,7378.134285714285,25823.469999999998,3975.64,3975.64,2022-05-10 18:00:00,17,5,2022,2-4h
2022-05-11 06:40:00,2022-05-11 06:45:00,2,1.0,1030.98,1020.2,1025.5900000000001,1025.5900000000001,1020.2,1030.98,2022-05-11 06:45:00,6,5,2022,30min-1h
2022-05-11 07:35:00,2022-05-11 08:25:00,11,5.5,15100.0,1020.54,9835.844545454545,54097.145000000004,3975.64,1020.54,2022-05-11 07:50:00,7,5,2022,4-8h
2022-05-11 08:35:00,2022-05-11 08:35:00,1,0.5,3975.64,3975.64,3975.64,1987.82,3975.64,3975.64,2022-05-11 08:35:00,8,5,2022,<30min
2022-05-12 05:05:00,2022-05-12 05:05:00,1,0.5,3975.64,3975.64,3975.64,1987.82,3975.64,3975.64,2022-05-12 05:05:00,5,5,2022,<30min
2022-05-12 19:25:00,2022-05-12 19:25:00,1,0.5,3975.64,3975.64,3975.64,1987.82,3975.64,3975.64,2022-05-12 19:25:00,19,5,2022,<30min
2022-05-14 16:25:00,2022-05-14 16:25:00,1,0.5,4007.03,4007.03,4007.03,2003.515,4007.03,4007.03,2022-05-14 16:25:00,16,5,2022,<30min
2022-05-15 06:05:00,2022-05-15 06:10:00,2,1.0,9926.32,3975.64,6950.98,6950.98,9926.32,3975.64,2022-05-15 06:05:00,6,5,2022,30min-1h
2022-05-16 09:30:00,2022-05-16 09:30:00,1,0.5,13111.81,13111.81,13111.81,6555.905,13111.81,13111.81,2022-05-16 09:30:00,9,5,2022,<30min
2022-05-17 06:35:00,2022-05-17 08:20:00,22,11.0,15010.86,4604.16,10868.971363636365,119558.68500000001,9985.44,4604.16,2022-05-17 07:15:00,6,5,2022,8-16h
2022-05-17 08:30:00,2022-05-17 08:30:00,1,0.5,1028.13,1028.13,1028.13,514.065,1028.13,1028.13,2022-05-17 08:30:00,8,5,2022,<30min
2022-05-17 10:05:00,2022-05-17 10:05:00,1,0.5,9985.44,9985.44,9985.44,4992.72,9985.44,9985.44,2022-05-17 10:05:00,10,5,2022,<30min
2022-05-17 10:25:00,2022-05-17 10:25:00,1,0.5,15001.73,15001.73,15001.73,7500.865,15001.73,15001.73,2022-05-17 10:25:00,10,5,2022,<30min
2022-05-17 10:35:00,2022-05-17 10:35:00,1,0.5,1043.43,1043.43,1043.43,521.715,1043.43,1043.43,2022-05-17 10:35:00,10,5,2022,<30min
2022-05-18 07:40:00,2022-05-18 07:40:00,1,0.5,1033.71,1033.71,1033.71,516.855,1033.71,1033.71,2022-05-18 07:40:00,7,5,2022,<30min
2022-05-18 08:10:00,2022-05-18 08:10:00,1,0.5,3975.64,3975.64,3975.64,1987.82,3975.64,3975.64,2022-05-18 08:10:00,8,5,2022,<30min
2022-05-23 17:30:00,2022-05-23 17:30:00,1,0.5,1019.5,1019.5,1019.5,509.75,1019.5,1019.5,2022-05-23 17:30:00,17,5,2022,<30min
2022-05-26 06:10:00,2022-05-26 06:10:00,1,0.5,4010.58,4010.58,4010.58,2005.29,4010.58,4010.58,2022-05-26 06:10:00,6,5,2022,<30min
2022-05-26 09:05:00,2022-05-26 09:05:00,1,0.5,3975.64,3975.64,3975.64,1987.82,3975.64,3975.64,2022-05-26 09:05:00,9,5,2022,<30min
2022-05-26 17:35:00,2022-05-26 17:40:00,2,1.0,15004.54,9926.32,12465.43,12465.43,9926.32,15004.54,2022-05-26 17:40:00,17,5,2022,30min-1h
2022-05-30 11:05:00,2022-05-30 11:05:00,1,0.5,1030.5,1030.5,1030.5,515.25,1030.5,1030.5,2022-05-30 11:05:00,11,5,2022,<30min
2022-06-01 17:40:00,2022-06-01 17:45:00,2,1.0,1044.86,1038.09,1041.475,1041.475,1044.86,1038.09,2022-06-01 17:40:00,17,6,2022,30min-1h
2022-06-01 18:00:00,2022-06-01 18:00:00,1,0.5,1020.81,1020.81,1020.81,510.405,1020.81,1020.81,2022-06-01 18:00:00,18,6,2022,<30min
2022-06-01 20:20:00,2022-06-01 20:20:00,1,0.5,1058.69,1058.69,1058.69,529.345,1058.69,1058.69,2022-06-01 20:20:00,20,6,2022,<30min
2022-06-02 07:00:00,2022-06-02 07:00:00,1,0.5,1137.54,1137.54,1137.54,568.77,1137.54,1137.54,2022-06-02 07:00:00,7,6,2022,<30min
2022-06-02 07:10:00,2022-06-02 07:10:00,1,0.5,1124.31,1124.31,1124.31,562.155,1124.31,1124.31,2022-06-02 07:10:00,7,6,2022,<30min
2022-06-02 07:40:00,2022-06-02 07:40:00,1,0.5,1014.56,1014.56,1014.56,507.28,1014.56,1014.56,2022-06-02 07:40:00,7,6,2022,<30min
2022-06-02 08:05:00,2022-06-02 08:05:00,1,0.5,1026.71,1026.71,1026.71,513.355,1026.71,1026.71,2022-06-02 08:05:00,8,6,2022,<30min
2022-06-02 16:40:00,2022-06-02 16:40:00,1,0.5,1018.62,1018.62,1018.62,509.31,1018.62,1018.62,2022-06-02 16:40:00,16,6,2022,<30min
2022-06-02 17:00:00,2022-06-02 17:00:00,1,0.5,1056.43,1056.43,1056.43,528.215,1056.43,1056.43,2022-06-02 17:00:00,17,6,2022,<30min
2022-06-02 17:15:00,2022-06-02 17:20:00,2,1.0,3998.75,2319.02,3158.885,3158.885,2319.02,3998.75,2022-06-02 17:20:00,17,6,2022,30min-1h
2022-06-02 17:30:00,2022-06-02 17:55:00,6,3.0,4258.73,1197.53,2718.5166666666664,8155.549999999999,2312.05,4004.13,2022-06-02 17:45:00,17,6,2022,2-4h
2022-06-02 18:05:00,2022-06-02 18:10:00,2,1.0,1201.54,1168.94,1185.24,1185.24,1201.54,1168.94,2022-06-02 18:05:00,18,6,2022,30min-1h
2022-06-05 18:05:00,2022-06-05 18:10:00,2,1.0,15100.0,9875.15,12487.575,12487.575,15100.0,9875.15,2022-06-05 18:05:00,18,6,2022,30min-1h
2022-06-06 06:45:00,2022-06-06 06:45:00,1,0.5,15100.0,15100.0,15100.0,7550.0,15100.0,15100.0,2022-06-06 06:45:00,6,6,2022,<30min
2022-06-12 19:10:00,2022-06-12 19:30:00,5,2.5,1265.5,1010.71,1112.4940000000001,2781.235,1010.71,1020.01,2022-06-12 19:20:00,19,6,2022,2-4h
2022-06-12 19:40:00,2022-06-12 19:40:00,1,0.5,1021.17,1021.17,1021.17,510.585,1021.17,1021.17,2022-06-12 19:40:00,19,6,2022,<30min
2022-06-12 21:10:00,2022-06-12 21:25:00,4,2.0,1017.97,1012.4,1015.2349999999999,2030.4699999999998,1012.4,1012.68,2022-06-12 21:15:00,21,6,2022,1-2h
2022-06-12 21:45:00,2022-06-12 21:45:00,1,0.5,1012.84,1012.84,1012.84,506.42,1012.84,1012.84,2022-06-12 21:45:00,21,6,2022,<30min
2022-06-12 22:15:00,2022-06-12 22:45:00,7,3.5,10238.11,1085.87,3330.3214285714284,11656.125,1085.87,7534.79,2022-06-12 22:40:00,22,6,2022,2-4h
2022-06-12 23:15:00,2022-06-12 23:15:00,1,0.5,1120.66,1120.66,1120.66,560.33,1120.66,1120.66,2022-06-12 23:15:00,23,6,2022,<30min
2022-06-12 23:25:00,2022-06-12 23:40:00,4,2.0,1347.92,1188.31,1285.6625,2571.325,1188.31,1347.92,2022-06-12 23:40:00,23,6,2022,1-2h
2022-06-13 00:05:00,2022-06-13 00:25:00,5,2.5,1158.76,1007.24,1086.4720000000002,2716.1800000000003,1007.24,1158.76,2022-06-13 00:25:00,0,6,2022,2-4h
2022-06-13 00:35:00,2022-06-13 00:40:00,2,1.0,1207.59,1145.98,1176.7849999999999,1176.7849999999999,1207.59,1145.98,2022-06-13 00:35:00,0,6,2022,30min-1h
2022-06-13 00:50:00,2022-06-13 01:00:00,3,1.5,1167.95,1130.11,1149.0633333333333,1723.5949999999998,1167.95,1130.11,2022-06-13 00:50:00,0,6,2022,1-2h
2022-06-13 17:35:00,2022-06-13 17:35:00,1,0.5,14979.5,14979.5,14979.5,7489.75,14979.5,14979.5,2022-06-13 17:35:00,17,6,2022,<30min
2022-06-13 17:50:00,2022-06-13 18:35:00,10,5.0,14628.16,1190.56,6561.045,32805.225,1374.9,1190.56,2022-06-13 18:00:00,17,6,2022,4-8h
2022-06-27 17:25:00,2022-06-27 17:30:00,2,1.0,15043.81,4104.28,9574.045,9574.045,4104.28,15043.81,2022-06-27 17:30:00,17,6,2022,30min-1h
2022-06-30 18:30:00,2022-06-30 18:35:00,2,1.0,3990.75,3975.64,3983.1949999999997,3983.1949999999997,3975.64,3990.75,2022-06-30 18:35:00,18,6,2022,30min-1h
2022-07-07 07:40:00,2022-07-07 07:50:00,3,1.5,10068.48,1003.94,6990.81,10486.215,1003.94,10068.48,2022-07-07 07:50:00,7,7,2022,1-2h
2022-07-07 08:25:00,2022-07-07 08:25:00,1,0.5,1300.94,1300.94,1300.94,650.47,1300.94,1300.94,2022-07-07 08:25:00,8,7,2022,<30min
2022-07-07 08:35:00,2022-07-07 08:35:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-07 08:35:00,8,7,2022,<30min
2022-07-07 11:35:00,2022-07-07 11:35:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-07 11:35:00,11,7,2022,<30min
2022-07-07 18:40:00,2022-07-07 18:40:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-07 18:40:00,18,7,2022,<30min
2022-07-07 23:35:00,2022-07-07 23:45:00,3,1.5,12922.22,1003.94,7998.213333333332,11997.319999999998,12922.22,1003.94,2022-07-07 23:35:00,23,7,2022,1-2h
2022-07-08 07:20:00,2022-07-08 07:20:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-08 07:20:00,7,7,2022,<30min
2022-07-08 07:45:00,2022-07-08 09:10:00,18,9.0,9965.96,1003.94,6951.396666666667,62562.57000000001,1003.94,4025.07,2022-07-08 08:40:00,7,7,2022,8-16h
2022-07-09 08:40:00,2022-07-09 08:40:00,1,0.5,1007.78,1007.78,1007.78,503.89,1007.78,1007.78,2022-07-09 08:40:00,8,7,2022,<30min
2022-07-09 08:50:00,2022-07-09 09:10:00,5,2.5,1009.39,1003.94,1006.03,2515.075,1003.94,1008.94,2022-07-09 09:00:00,8,7,2022,2-4h
2022-07-11 17:55:00,2022-07-11 18:00:00,2,1.0,1067.14,1003.22,1035.18,1035.18,1067.14,1003.22,2022-07-11 17:55:00,17,7,2022,30min-1h
2022-07-12 07:15:00,2022-07-12 07:15:00,1,0.5,1000.75,1000.75,1000.75,500.375,1000.75,1000.75,2022-07-12 07:15:00,7,7,2022,<30min
2022-07-12 07:30:00,2022-07-12 07:30:00,1,0.5,1008.53,1008.53,1008.53,504.265,1008.53,1008.53,2022-07-12 07:30:00,7,7,2022,<30min
2022-07-12 17:20:00,2022-07-12 17:20:00,1,0.5,1011.36,1011.36,1011.36,505.68,1011.36,1011.36,2022-07-12 17:20:00,17,7,2022,<30min
2022-07-12 18:00:00,2022-07-12 18:00:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-12 18:00:00,18,7,2022,<30min
2022-07-14 17:15:00,2022-07-14 17:30:00,4,2.0,13580.69,1003.94,4426.52,8853.04,1003.94,13580.69,2022-07-14 17:30:00,17,7,2022,1-2h
2022-07-14 17:40:00,2022-07-14 17:40:00,1,0.5,14091.15,14091.15,14091.15,7045.575,14091.15,14091.15,2022-07-14 17:40:00,17,7,2022,<30min
2022-07-14 17:50:00,2022-07-14 18:05:00,4,2.0,1385.07,1102.69,1204.7775000000001,2409.5550000000003,1385.07,1102.69,2022-07-14 17:50:00,17,7,2022,1-2h
2022-07-14 18:15:00,2022-07-14 18:15:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-14 18:15:00,18,7,2022,<30min
2022-07-14 20:05:00,2022-07-14 20:15:00,3,1.5,1211.01,1003.94,1075.76,1613.64,1012.33,1003.94,2022-07-14 20:10:00,20,7,2022,1-2h
2022-07-18 07:45:00,2022-07-18 07:45:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-18 07:45:00,7,7,2022,<30min
2022-07-18 08:00:00,2022-07-18 08:20:00,5,2.5,1003.94,1003.94,1003.9400000000002,2509.8500000000004,1003.94,1003.94,2022-07-18 08:00:00,8,7,2022,2-4h
2022-07-18 13:10:00,2022-07-18 13:10:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-18 13:10:00,13,7,2022,<30min
2022-07-18 15:00:00,2022-07-18 15:05:00,2,1.0,1300.94,1300.94,1300.94,1300.94,1300.94,1300.94,2022-07-18 15:00:00,15,7,2022,30min-1h
2022-07-26 18:25:00,2022-07-26 18:30:00,2,1.0,1007.08,1007.08,1007.08,1007.08,1007.08,1007.08,2022-07-26 18:25:00,18,7,2022,30min-1h
2022-07-27 06:10:00,2022-07-27 06:15:00,2,1.0,4025.07,4025.07,4025.07,4025.07,4025.07,4025.07,2022-07-27 06:10:00,6,7,2022,30min-1h
2022-07-27 06:25:00,2022-07-27 06:25:00,1,0.5,4025.07,4025.07,4025.07,2012.535,4025.07,4025.07,2022-07-27 06:25:00,6,7,2022,<30min
2022-07-27 06:55:00,2022-07-27 07:00:00,2,1.0,1003.94,1003.94,1003.94,1003.94,1003.94,1003.94,2022-07-27 06:55:00,6,7,2022,30min-1h
2022-07-27 07:25:00,2022-07-27 07:40:00,4,2.0,12935.95,1003.94,7631.295,15262.59,4025.07,12935.95,2022-07-27 07:40:00,7,7,2022,1-2h
2022-07-27 08:00:00,2022-07-27 08:05:00,2,1.0,1003.94,1003.94,1003.94,1003.94,1003.94,1003.94,2022-07-27 08:00:00,8,7,2022,30min-1h
2022-07-28 06:35:00,2022-07-28 06:35:00,1,0.5,1003.94,1003.94,1003.94,501.97,1003.94,1003.94,2022-07-28 06:35:00,6,7,2022,<30min
